trade_date,pnl_eod,contract
2025-01-28,2.84,NVDA2517D125
2025-01-29,0.04,NVDA2517D125
2025-01-30,1.79,NVDA2517D125
2025-01-31,-2.25,NVDA2517D125
2025-02-03,0.35,NVDA2517D125
2025-02-04,0.0,NVDA2517D125
2025-02-05,1.3,NVDA2517D125
2025-02-06,0.25,NVDA2517D125
2025-02-07,0.54,NVDA2517D125
2025-02-10,1.69,NVDA2517D125
2025-02-11,0.0,NVDA2517D125
2025-02-12,0.54,NVDA2517D125
2025-02-13,2.6,NVDA2517D125
2025-02-14,1.3,NVDA2517D125
2025-02-18,-1.8,NVDA2517D125
2025-02-19,-0.5,NVDA2517D125
2025-02-20,-0.15,NVDA2517D125
2025-02-21,-3.45,NVDA2517D125
2025-02-24,-4.26,NVDA2517D125
2025-02-25,-1.85,NVDA2517D125
2025-02-26,0.29,NVDA2517D125
2025-02-27,-8.86,NVDA2517D125
2025-02-28,9.0,NVDA2517D125
2025-03-03,-4.35,NVDA2517D125
2025-03-04,1.54,NVDA2517D125
2025-03-05,5.7,NVDA2517D125
2025-03-06,-1.15,NVDA2517D125
2025-03-07,0.19,NVDA2517D125
2025-03-10,-0.71,NVDA2517D125
2025-03-11,0.33,NVDA2517D125
2025-03-12,0.4,NVDA2517D125
2025-03-13,-0.8,NVDA2517D125
2025-03-14,0.79,NVDA2517D125
2025-03-17,-1.91,NVDA2517D125
2025-03-18,-1.25,NVDA2517D125
2025-03-19,-0.41,NVDA2517D125
2025-03-20,3.25,NVDA2517D125
2025-03-21,-0.29,NVDA2517D125
2025-03-24,3.45,NVDA2517D125
2025-03-25,3.05,NVDA2517D125
2025-03-26,-1.27,NVDA2517D125
2025-03-27,-0.12,NVDA2517D125
2025-03-28,-0.25,NVDA2517D125
2025-03-31,0.08,NVDA2517D125
2025-04-01,-0.05,NVDA2517D125
2025-04-02,0.13,NVDA2517D125
2025-04-03,-0.17,NVDA2517D125
2025-04-04,-0.05,NVDA2517D125
2025-04-07,0.01,NVDA2517D125
2025-04-08,-0.09,NVDA2517D125
2025-04-09,0.57,NVDA2517D125
2025-04-10,-0.18,NVDA2517D125
2025-04-11,-0.1,NVDA2517D125
2025-04-14,-0.15,NVDA2517D125
2025-04-15,0.03,NVDA2517D125
2025-04-16,-0.02,NVDA2517D125
2025-04-17,-0.01,NVDA2517D125
2025-03-24,0.12,NVDA2517D126
2025-03-25,-0.11,NVDA2517D126
2025-03-26,-1.06,NVDA2517D126
2025-03-27,-0.09,NVDA2517D126
2025-03-28,-0.18,NVDA2517D126
2025-03-31,0.06,NVDA2517D126
2025-04-01,0.02,NVDA2517D126
2025-04-02,0.11,NVDA2517D126
2025-04-03,-0.12,NVDA2517D126
2025-04-04,-0.01,NVDA2517D126
2025-04-07,-0.01,NVDA2517D126
2025-04-08,-0.08,NVDA2517D126
2025-04-09,0.55,NVDA2517D126
2025-04-10,0.19,NVDA2517D126
2025-04-11,-0.09,NVDA2517D126
2025-04-14,-0.16,NVDA2517D126
2025-04-15,-0.06,NVDA2517D126
2025-04-16,-0.02,NVDA2517D126
2025-04-17,0.0,NVDA2517D126
2025-03-24,0.11,NVDA2517D127
2025-03-25,-0.05,NVDA2517D127
2025-03-26,-0.95,NVDA2517D127
2025-03-27,-0.05,NVDA2517D127
2025-03-28,-0.19,NVDA2517D127
2025-03-31,0.03,NVDA2517D127
2025-04-01,-0.05,NVDA2517D127
2025-04-02,0.33,NVDA2517D127
2025-04-03,-0.12,NVDA2517D127
2025-04-04,0.0,NVDA2517D127
2025-04-07,0.02,NVDA2517D127
2025-04-08,-0.06,NVDA2517D127
2025-04-09,0.56,NVDA2517D127
2025-04-10,-0.15,NVDA2517D127
2025-04-11,-0.09,NVDA2517D127
2025-04-14,-0.12,NVDA2517D127
2025-04-15,-0.06,NVDA2517D127
2025-04-16,-0.02,NVDA2517D127
2025-04-17,-0.01,NVDA2517D127
2025-03-24,0.14,NVDA2517D128
2025-03-25,-0.13,NVDA2517D128
2025-03-26,-0.83,NVDA2517D128
2025-03-27,-0.08,NVDA2517D128
2025-03-28,-0.16,NVDA2517D128
2025-03-31,0.02,NVDA2517D128
2025-04-01,-0.09,NVDA2517D128
2025-04-02,0.07,NVDA2517D128
2025-04-03,-0.08,NVDA2517D128
2025-04-04,-0.02,NVDA2517D128
2025-04-07,-0.01,NVDA2517D128
2025-04-08,-0.05,NVDA2517D128
2025-04-09,0.39,NVDA2517D128
2025-04-10,0.17,NVDA2517D128
2025-04-11,-0.08,NVDA2517D128
2025-04-14,-0.08,NVDA2517D128
2025-04-15,-0.05,NVDA2517D128
2025-04-16,-0.01,NVDA2517D128
2025-04-17,-0.01,NVDA2517D128
2025-03-24,0.09,NVDA2517D129
2025-03-25,-0.06,NVDA2517D129
2025-03-26,-0.65,NVDA2517D129
2025-03-27,-0.11,NVDA2517D129
2025-03-28,-0.13,NVDA2517D129
2025-03-31,0.0,NVDA2517D129
2025-04-01,-0.08,NVDA2517D129
2025-04-02,0.09,NVDA2517D129
2025-04-03,-0.08,NVDA2517D129
2025-04-04,-0.03,NVDA2517D129
2025-04-07,-0.01,NVDA2517D129
2025-04-08,0.0,NVDA2517D129
2025-04-09,0.35,NVDA2517D129
2025-04-10,0.13,NVDA2517D129
2025-04-11,-0.07,NVDA2517D129
2025-04-14,-0.05,NVDA2517D129
2025-04-15,-0.04,NVDA2517D129
2025-04-16,-0.03,NVDA2517D129
2025-04-17,-0.01,NVDA2517D129
2024-11-21,1.94,NVDA2517D130
2024-11-22,-4.41,NVDA2517D130
2024-11-25,-4.15,NVDA2517D130
2024-11-26,-1.36,NVDA2517D130
2024-11-27,-0.6,NVDA2517D130
2024-11-29,1.0,NVDA2517D130
2024-12-02,-0.1,NVDA2517D130
2024-12-03,0.6,NVDA2517D130
2024-12-04,1.59,NVDA2517D130
2024-12-05,-0.31,NVDA2517D130
2024-12-06,-2.0,NVDA2517D130
2024-12-09,-0.65,NVDA2517D130
2024-12-10,-3.36,NVDA2517D130
2024-12-11,1.5,NVDA2517D130
2024-12-12,-0.66,NVDA2517D130
2024-12-13,-2.61,NVDA2517D130
2024-12-16,-1.25,NVDA2517D130
2024-12-17,0.7,NVDA2517D130
2024-12-18,-2.9,NVDA2517D130
2024-12-19,-0.05,NVDA2517D130
2024-12-20,2.05,NVDA2517D130
2024-12-23,-0.06,NVDA2517D130
2024-12-24,-0.46,NVDA2517D130
2024-12-26,0.15,NVDA2517D130
2024-12-27,-1.4,NVDA2517D130
2024-12-30,1.45,NVDA2517D130
2024-12-31,-2.0,NVDA2517D130
2025-01-02,1.25,NVDA2517D130
2025-01-03,2.89,NVDA2517D130
2025-01-06,-1.95,NVDA2517D130
2025-01-07,-9.36,NVDA2517D130
2025-01-08,-2.56,NVDA2517D130
2025-01-10,-2.7,NVDA2517D130
2025-01-13,1.3,NVDA2517D130
2025-01-14,-4.5,NVDA2517D130
2025-01-15,0.8,NVDA2517D130
2025-01-16,-2.91,NVDA2517D130
2025-01-17,0.34,NVDA2517D130
2025-01-21,-0.4,NVDA2517D130
2025-01-22,0.19,NVDA2517D130
2025-01-23,0.0,NVDA2517D130
2025-01-24,-3.91,NVDA2517D130
2025-01-27,-2.85,NVDA2517D130
2025-01-28,2.69,NVDA2517D130
2025-01-29,-1.75,NVDA2517D130
2025-01-30,1.0,NVDA2517D130
2025-01-31,-1.96,NVDA2517D130
2025-02-03,-0.16,NVDA2517D130
2025-02-04,0.0,NVDA2517D130
2025-02-05,0.85,NVDA2517D130
2025-02-06,0.15,NVDA2517D130
2025-02-07,0.5,NVDA2517D130
2025-02-10,14.35,NVDA2517D130
2025-02-11,-0.21,NVDA2517D130
2025-02-12,0.44,NVDA2517D130
2025-02-13,2.15,NVDA2517D130
2025-02-14,1.2,NVDA2517D130
2025-02-18,-1.7,NVDA2517D130
2025-02-19,-0.56,NVDA2517D130
2025-02-20,-0.31,NVDA2517D130
2025-02-21,-3.5,NVDA2517D130
2025-02-24,-3.66,NVDA2517D130
2025-02-25,-1.61,NVDA2517D130
2025-02-26,0.3,NVDA2517D130
2025-02-27,5.7,NVDA2517D130
2025-02-28,2.09,NVDA2517D130
2025-03-03,-2.95,NVDA2517D130
2025-03-04,0.55,NVDA2517D130
2025-03-05,-0.75,NVDA2517D130
2025-03-06,2.29,NVDA2517D130
2025-03-07,0.16,NVDA2517D130
2025-03-10,-0.47,NVDA2517D130
2025-03-11,0.19,NVDA2517D130
2025-03-12,0.29,NVDA2517D130
2025-03-13,-1.17,NVDA2517D130
2025-03-14,0.35,NVDA2517D130
2025-03-17,-1.56,NVDA2517D130
2025-03-18,-0.88,NVDA2517D130
2025-03-19,-0.42,NVDA2517D130
2025-03-20,0.08,NVDA2517D130
2025-03-21,-0.52,NVDA2517D130
2025-03-24,0.03,NVDA2517D130
2025-03-25,-0.11,NVDA2517D130
2025-03-26,-0.62,NVDA2517D130
2025-03-27,-0.08,NVDA2517D130
2025-03-28,-0.13,NVDA2517D130
2025-03-31,-0.02,NVDA2517D130
2025-04-01,0.19,NVDA2517D130
2025-04-02,0.21,NVDA2517D130
2025-04-03,0.09,NVDA2517D130
2025-04-04,-0.03,NVDA2517D130
2025-04-07,-0.01,NVDA2517D130
2025-04-08,-0.05,NVDA2517D130
2025-04-09,0.27,NVDA2517D130
2025-04-10,-0.1,NVDA2517D130
2025-04-11,-0.05,NVDA2517D130
2025-04-14,-0.08,NVDA2517D130
2025-04-15,0.01,NVDA2517D130
2025-04-16,-0.02,NVDA2517D130
2025-04-17,-0.01,NVDA2517D130
2024-11-08,-1.61,NVDA2517D135
2024-11-11,-1.95,NVDA2517D135
2024-11-12,0.94,NVDA2517D135
2024-11-13,-2.1,NVDA2517D135
2024-11-14,-1.86,NVDA2517D135
2024-11-15,-2.25,NVDA2517D135
2024-11-18,-0.2,NVDA2517D135
2024-11-19,2.84,NVDA2517D135
2024-11-20,-1.25,NVDA2517D135
2024-11-21,-2.86,NVDA2517D135
2024-11-22,-3.25,NVDA2517D135
2024-11-25,-2.61,NVDA2517D135
2024-11-26,-1.2,NVDA2517D135
2024-11-27,-0.21,NVDA2517D135
2024-11-29,0.44,NVDA2517D135
2024-12-02,-0.31,NVDA2517D135
2024-12-03,-0.05,NVDA2517D135
2024-12-04,1.3,NVDA2517D135
2024-12-05,-0.86,NVDA2517D135
2024-12-06,-1.95,NVDA2517D135
2024-12-09,-0.16,NVDA2517D135
2024-12-10,-2.56,NVDA2517D135
2024-12-11,1.0,NVDA2517D135
2024-12-12,-1.16,NVDA2517D135
2024-12-13,-2.7,NVDA2517D135
2024-12-16,-1.1,NVDA2517D135
2024-12-17,-0.45,NVDA2517D135
2024-12-18,-2.96,NVDA2517D135
2024-12-19,-0.41,NVDA2517D135
2024-12-20,1.64,NVDA2517D135
2024-12-23,1.5,NVDA2517D135
2024-12-24,-0.45,NVDA2517D135
2024-12-26,0.05,NVDA2517D135
2024-12-27,-0.95,NVDA2517D135
2024-12-30,1.74,NVDA2517D135
2024-12-31,-3.51,NVDA2517D135
2025-01-02,1.34,NVDA2517D135
2025-01-03,2.8,NVDA2517D135
2025-01-06,-1.06,NVDA2517D135
2025-01-07,-9.5,NVDA2517D135
2025-01-08,-1.81,NVDA2517D135
2025-01-10,-1.36,NVDA2517D135
2025-01-13,1.15,NVDA2517D135
2025-01-14,-2.71,NVDA2517D135
2025-01-15,0.84,NVDA2517D135
2025-01-16,-3.16,NVDA2517D135
2025-01-17,0.19,NVDA2517D135
2025-01-21,-0.66,NVDA2517D135
2025-01-22,1.4,NVDA2517D135
2025-01-23,-0.2,NVDA2517D135
2025-01-24,-3.95,NVDA2517D135
2025-01-27,-2.45,NVDA2517D135
2025-01-28,2.0,NVDA2517D135
2025-01-29,-0.5,NVDA2517D135
2025-01-30,0.84,NVDA2517D135
2025-01-31,-1.7,NVDA2517D135
2025-02-03,0.19,NVDA2517D135
2025-02-04,-0.05,NVDA2517D135
2025-02-05,0.9,NVDA2517D135
2025-02-06,0.04,NVDA2517D135
2025-02-07,0.44,NVDA2517D135
2025-02-10,1.2,NVDA2517D135
2025-02-11,-0.2,NVDA2517D135
2025-02-12,10.45,NVDA2517D135
2025-02-13,1.95,NVDA2517D135
2025-02-14,1.0,NVDA2517D135
2025-02-18,14.15,NVDA2517D135
2025-02-19,-0.55,NVDA2517D135
2025-02-20,-0.46,NVDA2517D135
2025-02-21,-3.11,NVDA2517D135
2025-02-24,-2.96,NVDA2517D135
2025-02-25,-1.41,NVDA2517D135
2025-02-26,-1.0,NVDA2517D135
2025-02-27,4.15,NVDA2517D135
2025-02-28,1.7,NVDA2517D135
2025-03-03,-2.56,NVDA2517D135
2025-03-04,0.81,NVDA2517D135
2025-03-05,2.77,NVDA2517D135
2025-03-06,1.58,NVDA2517D135
2025-03-07,0.14,NVDA2517D135
2025-03-10,-0.32,NVDA2517D135
2025-03-11,0.13,NVDA2517D135
2025-03-12,0.16,NVDA2517D135
2025-03-13,-0.46,NVDA2517D135
2025-03-14,0.12,NVDA2517D135
2025-03-17,-1.18,NVDA2517D135
2025-03-18,-0.6,NVDA2517D135
2025-03-19,-0.2,NVDA2517D135
2025-03-20,0.0,NVDA2517D135
2025-03-21,-0.24,NVDA2517D135
2025-03-24,-0.02,NVDA2517D135
2025-03-25,-0.09,NVDA2517D135
2025-03-26,-0.31,NVDA2517D135
2025-03-27,-0.03,NVDA2517D135
2025-03-28,-0.06,NVDA2517D135
2025-03-31,-0.03,NVDA2517D135
2025-04-01,-0.05,NVDA2517D135
2025-04-02,0.02,NVDA2517D135
2025-04-03,-0.05,NVDA2517D135
2025-04-04,0.06,NVDA2517D135
2025-04-07,-0.02,NVDA2517D135
2025-04-08,-0.04,NVDA2517D135
2025-04-09,0.17,NVDA2517D135
2025-04-10,0.09,NVDA2517D135
2025-04-11,-0.04,NVDA2517D135
2025-04-14,-0.06,NVDA2517D135
2025-04-15,-0.02,NVDA2517D135
2025-04-16,-0.02,NVDA2517D135
2025-04-17,-0.01,NVDA2517D135
2024-11-08,-1.45,NVDA2517D140
2024-11-11,-4.15,NVDA2517D140
2024-11-12,0.94,NVDA2517D140
2024-11-13,-1.61,NVDA2517D140
2024-11-14,-0.65,NVDA2517D140
2024-11-15,-3.25,NVDA2517D140
2024-11-18,-0.36,NVDA2517D140
2024-11-19,2.89,NVDA2517D140
2024-11-20,-2.0,NVDA2517D140
2024-11-21,-1.85,NVDA2517D140
2024-11-22,-3.35,NVDA2517D140
2024-11-25,-3.66,NVDA2517D140
2024-11-26,-1.25,NVDA2517D140
2024-11-27,-1.6,NVDA2517D140
2024-11-29,0.84,NVDA2517D140
2024-12-02,-0.65,NVDA2517D140
2024-12-03,0.64,NVDA2517D140
2024-12-04,1.69,NVDA2517D140
2024-12-05,-0.11,NVDA2517D140
2024-12-06,-1.56,NVDA2517D140
2024-12-09,0.05,NVDA2517D140
2024-12-10,-2.46,NVDA2517D140
2024-12-11,-0.16,NVDA2517D140
2024-12-12,-1.15,NVDA2517D140
2024-12-13,-2.3,NVDA2517D140
2024-12-16,-0.95,NVDA2517D140
2024-12-17,-0.5,NVDA2517D140
2024-12-18,-2.21,NVDA2517D140
2024-12-19,-0.95,NVDA2517D140
2024-12-20,1.19,NVDA2517D140
2024-12-23,1.04,NVDA2517D140
2024-12-24,-0.45,NVDA2517D140
2024-12-26,0.2,NVDA2517D140
2024-12-27,-1.0,NVDA2517D140
2024-12-30,1.05,NVDA2517D140
2024-12-31,-2.1,NVDA2517D140
2025-01-02,1.3,NVDA2517D140
2025-01-03,18.7,NVDA2517D140
2025-01-06,21.85,NVDA2517D140
2025-01-07,-8.5,NVDA2517D140
2025-01-08,-2.2,NVDA2517D140
2025-01-10,-1.25,NVDA2517D140
2025-01-13,1.0,NVDA2517D140
2025-01-14,-2.46,NVDA2517D140
2025-01-15,0.75,NVDA2517D140
2025-01-16,-2.85,NVDA2517D140
2025-01-17,0.09,NVDA2517D140
2025-01-21,0.8,NVDA2517D140
2025-01-22,1.69,NVDA2517D140
2025-01-23,-0.21,NVDA2517D140
2025-01-24,-4.1,NVDA2517D140
2025-01-27,-1.96,NVDA2517D140
2025-01-28,1.59,NVDA2517D140
2025-01-29,0.34,NVDA2517D140
2025-01-30,1.0,NVDA2517D140
2025-01-31,-1.51,NVDA2517D140
2025-02-03,0.25,NVDA2517D140
2025-02-04,-0.15,NVDA2517D140
2025-02-05,0.75,NVDA2517D140
2025-02-06,8.15,NVDA2517D140
2025-02-07,0.4,NVDA2517D140
2025-02-10,0.95,NVDA2517D140
2025-02-11,-0.2,NVDA2517D140
2025-02-12,0.34,NVDA2517D140
2025-02-13,1.69,NVDA2517D140
2025-02-14,0.69,NVDA2517D140
2025-02-18,-1.5,NVDA2517D140
2025-02-19,-0.65,NVDA2517D140
2025-02-20,-0.5,NVDA2517D140
2025-02-21,-2.5,NVDA2517D140
2025-02-24,-2.4,NVDA2517D140
2025-02-25,6.4,NVDA2517D140
2025-02-26,0.0,NVDA2517D140
2025-02-27,-4.8,NVDA2517D140
2025-02-28,1.25,NVDA2517D140
2025-03-03,-2.12,NVDA2517D140
2025-03-04,2.11,NVDA2517D140
2025-03-05,-0.99,NVDA2517D140
2025-03-06,-0.46,NVDA2517D140
2025-03-07,0.1,NVDA2517D140
2025-03-10,-0.22,NVDA2517D140
2025-03-11,0.03,NVDA2517D140
2025-03-12,0.1,NVDA2517D140
2025-03-13,-0.35,NVDA2517D140
2025-03-14,0.14,NVDA2517D140
2025-03-17,-0.8,NVDA2517D140
2025-03-18,-0.41,NVDA2517D140
2025-03-19,-0.2,NVDA2517D140
2025-03-20,-0.06,NVDA2517D140
2025-03-21,-0.19,NVDA2517D140
2025-03-24,-0.06,NVDA2517D140
2025-03-25,-0.08,NVDA2517D140
2025-03-26,-0.14,NVDA2517D140
2025-03-27,-0.04,NVDA2517D140
2025-03-28,-0.03,NVDA2517D140
2025-03-31,0.06,NVDA2517D140
2025-04-01,-0.03,NVDA2517D140
2025-04-02,0.0,NVDA2517D140
2025-04-03,0.04,NVDA2517D140
2025-04-04,0.0,NVDA2517D140
2025-04-07,-0.03,NVDA2517D140
2025-04-08,0.0,NVDA2517D140
2025-04-09,0.06,NVDA2517D140
2025-04-10,0.06,NVDA2517D140
2025-04-11,-0.04,NVDA2517D140
2025-04-14,-0.05,NVDA2517D140
2025-04-15,0.0,NVDA2517D140
2025-04-16,-0.03,NVDA2517D140
2025-04-17,-0.01,NVDA2517D140
2024-11-08,-2.66,NVDA2517D145
2024-11-11,-2.06,NVDA2517D145
2024-11-12,-0.06,NVDA2517D145
2024-11-13,-1.75,NVDA2517D145
2024-11-14,-0.5,NVDA2517D145
2024-11-15,-1.4,NVDA2517D145
2024-11-18,-0.4,NVDA2517D145
2024-11-19,2.55,NVDA2517D145
2024-11-20,-1.45,NVDA2517D145
2024-11-21,-3.95,NVDA2517D145
2024-11-22,-3.25,NVDA2517D145
2024-11-25,-3.61,NVDA2517D145
2024-11-26,-1.41,NVDA2517D145
2024-11-27,0.14,NVDA2517D145
2024-11-29,0.84,NVDA2517D145
2024-12-02,-0.15,NVDA2517D145
2024-12-03,0.04,NVDA2517D145
2024-12-04,1.4,NVDA2517D145
2024-12-05,-0.1,NVDA2517D145
2024-12-06,-1.35,NVDA2517D145
2024-12-09,-0.71,NVDA2517D145
2024-12-10,-2.5,NVDA2517D145
2024-12-11,0.59,NVDA2517D145
2024-12-12,-0.1,NVDA2517D145
2024-12-13,-2.31,NVDA2517D145
2024-12-16,-0.8,NVDA2517D145
2024-12-17,-0.5,NVDA2517D145
2024-12-18,-1.41,NVDA2517D145
2024-12-19,-0.6,NVDA2517D145
2024-12-20,1.4,NVDA2517D145
2024-12-23,1.3,NVDA2517D145
2024-12-24,-0.35,NVDA2517D145
2024-12-26,-0.06,NVDA2517D145
2024-12-27,-1.1,NVDA2517D145
2024-12-30,1.15,NVDA2517D145
2024-12-31,-1.91,NVDA2517D145
2025-01-02,1.0,NVDA2517D145
2025-01-03,2.4,NVDA2517D145
2025-01-06,-0.95,NVDA2517D145
2025-01-07,-7.81,NVDA2517D145
2025-01-08,-2.06,NVDA2517D145
2025-01-10,-1.16,NVDA2517D145
2025-01-13,-0.1,NVDA2517D145
2025-01-14,-2.21,NVDA2517D145
2025-01-15,0.69,NVDA2517D145
2025-01-16,-2.35,NVDA2517D145
2025-01-17,0.09,NVDA2517D145
2025-01-21,-0.7,NVDA2517D145
2025-01-22,1.44,NVDA2517D145
2025-01-23,0.9,NVDA2517D145
2025-01-24,-3.4,NVDA2517D145
2025-01-27,-1.75,NVDA2517D145
2025-01-28,1.35,NVDA2517D145
2025-01-29,0.35,NVDA2517D145
2025-01-30,1.04,NVDA2517D145
2025-01-31,-1.25,NVDA2517D145
2025-02-03,0.15,NVDA2517D145
2025-02-04,-0.21,NVDA2517D145
2025-02-05,0.25,NVDA2517D145
2025-02-06,0.0,NVDA2517D145
2025-02-07,0.35,NVDA2517D145
2025-02-10,0.79,NVDA2517D145
2025-02-11,-0.3,NVDA2517D145
2025-02-12,0.34,NVDA2517D145
2025-02-13,1.54,NVDA2517D145
2025-02-14,0.59,NVDA2517D145
2025-02-18,-1.45,NVDA2517D145
2025-02-19,-0.5,NVDA2517D145
2025-02-20,-0.25,NVDA2517D145
2025-02-21,-2.16,NVDA2517D145
2025-02-24,6.1,NVDA2517D145
2025-02-25,-1.0,NVDA2517D145
2025-02-26,-1.25,NVDA2517D145
2025-02-27,-3.83,NVDA2517D145
2025-02-28,0.97,NVDA2517D145
2025-03-03,-1.6,NVDA2517D145
2025-03-04,0.42,NVDA2517D145
2025-03-05,-0.42,NVDA2517D145
2025-03-06,-0.34,NVDA2517D145
2025-03-07,0.08,NVDA2517D145
2025-03-10,-0.18,NVDA2517D145
2025-03-11,0.67,NVDA2517D145
2025-03-12,0.01,NVDA2517D145
2025-03-13,-0.85,NVDA2517D145
2025-03-14,0.03,NVDA2517D145
2025-03-17,0.8,NVDA2517D145
2025-03-18,-0.24,NVDA2517D145
2025-03-19,-0.12,NVDA2517D145
2025-03-20,-0.08,NVDA2517D145
2025-03-21,-0.13,NVDA2517D145
2025-03-24,-0.04,NVDA2517D145
2025-03-25,-0.06,NVDA2517D145
2025-03-26,-0.09,NVDA2517D145
2025-03-27,0.07,NVDA2517D145
2025-03-28,-0.03,NVDA2517D145
2025-03-31,-0.04,NVDA2517D145
2025-04-01,-0.02,NVDA2517D145
2025-04-02,-0.01,NVDA2517D145
2025-04-03,-0.06,NVDA2517D145
2025-04-04,-0.03,NVDA2517D145
2025-04-07,-0.01,NVDA2517D145
2025-04-08,0.02,NVDA2517D145
2025-04-09,0.04,NVDA2517D145
2025-04-10,-0.03,NVDA2517D145
2025-04-11,-0.03,NVDA2517D145
2025-04-14,-0.03,NVDA2517D145
2025-04-15,0.0,NVDA2517D145
2025-04-16,-0.02,NVDA2517D145
2025-04-17,-0.01,NVDA2517D145
2024-11-08,-1.0,NVDA2517D150
2024-11-11,-1.86,NVDA2517D150
2024-11-12,1.0,NVDA2517D150
2024-11-13,-1.86,NVDA2517D150
2024-11-14,0.04,NVDA2517D150
2024-11-15,-1.15,NVDA2517D150
2024-11-18,-0.4,NVDA2517D150
2024-11-19,2.35,NVDA2517D150
2024-11-20,-0.9,NVDA2517D150
2024-11-21,-1.36,NVDA2517D150
2024-11-22,-2.5,NVDA2517D150
2024-11-25,-2.3,NVDA2517D150
2024-11-26,-1.16,NVDA2517D150
2024-11-27,-0.06,NVDA2517D150
2024-11-29,0.39,NVDA2517D150
2024-12-02,-0.25,NVDA2517D150
2024-12-03,0.5,NVDA2517D150
2024-12-04,1.45,NVDA2517D150
2024-12-05,-0.16,NVDA2517D150
2024-12-06,-1.3,NVDA2517D150
2024-12-09,0.0,NVDA2517D150
2024-12-10,-1.85,NVDA2517D150
2024-12-11,0.69,NVDA2517D150
2024-12-12,0.15,NVDA2517D150
2024-12-13,-1.95,NVDA2517D150
2024-12-16,-0.41,NVDA2517D150
2024-12-17,0.5,NVDA2517D150
2024-12-18,-1.75,NVDA2517D150
2024-12-19,-1.46,NVDA2517D150
2024-12-20,0.94,NVDA2517D150
2024-12-23,0.95,NVDA2517D150
2024-12-24,-0.41,NVDA2517D150
2024-12-26,0.05,NVDA2517D150
2024-12-27,-0.95,NVDA2517D150
2024-12-30,0.84,NVDA2517D150
2024-12-31,-1.66,NVDA2517D150
2025-01-02,0.94,NVDA2517D150
2025-01-03,2.25,NVDA2517D150
2025-01-06,16.7,NVDA2517D150
2025-01-07,-7.31,NVDA2517D150
2025-01-08,-1.81,NVDA2517D150
2025-01-10,-0.95,NVDA2517D150
2025-01-13,0.7,NVDA2517D150
2025-01-14,7.0,NVDA2517D150
2025-01-15,0.45,NVDA2517D150
2025-01-16,-2.1,NVDA2517D150
2025-01-17,0.05,NVDA2517D150
2025-01-21,-0.06,NVDA2517D150
2025-01-22,12.75,NVDA2517D150
2025-01-23,0.55,NVDA2517D150
2025-01-24,-3.06,NVDA2517D150
2025-01-27,-1.21,NVDA2517D150
2025-01-28,0.94,NVDA2517D150
2025-01-29,0.29,NVDA2517D150
2025-01-30,1.1,NVDA2517D150
2025-01-31,-0.96,NVDA2517D150
2025-02-03,3.65,NVDA2517D150
2025-02-04,-0.16,NVDA2517D150
2025-02-05,0.2,NVDA2517D150
2025-02-06,5.35,NVDA2517D150
2025-02-07,0.25,NVDA2517D150
2025-02-10,6.45,NVDA2517D150
2025-02-11,-0.25,NVDA2517D150
2025-02-12,0.25,NVDA2517D150
2025-02-13,1.19,NVDA2517D150
2025-02-14,0.4,NVDA2517D150
2025-02-18,-1.26,NVDA2517D150
2025-02-19,-0.55,NVDA2517D150
2025-02-20,-1.01,NVDA2517D150
2025-02-21,5.5,NVDA2517D150
2025-02-24,-1.55,NVDA2517D150
2025-02-25,-0.86,NVDA2517D150
2025-02-26,-0.55,NVDA2517D150
2025-02-27,-3.41,NVDA2517D150
2025-02-28,0.59,NVDA2517D150
2025-03-03,-0.99,NVDA2517D150
2025-03-04,0.23,NVDA2517D150
2025-03-05,-0.31,NVDA2517D150
2025-03-06,-0.23,NVDA2517D150
2025-03-07,0.06,NVDA2517D150
2025-03-10,-0.12,NVDA2517D150
2025-03-11,0.01,NVDA2517D150
2025-03-12,0.72,NVDA2517D150
2025-03-13,-0.2,NVDA2517D150
2025-03-14,0.77,NVDA2517D150
2025-03-17,-0.36,NVDA2517D150
2025-03-18,-0.12,NVDA2517D150
2025-03-19,-0.12,NVDA2517D150
2025-03-20,-0.07,NVDA2517D150
2025-03-21,-0.09,NVDA2517D150
2025-03-24,-0.04,NVDA2517D150
2025-03-25,-0.04,NVDA2517D150
2025-03-26,-0.05,NVDA2517D150
2025-03-27,-0.03,NVDA2517D150
2025-03-28,-0.02,NVDA2517D150
2025-03-31,0.03,NVDA2517D150
2025-04-01,-0.03,NVDA2517D150
2025-04-02,-0.03,NVDA2517D150
2025-04-03,-0.02,NVDA2517D150
2025-04-04,-0.03,NVDA2517D150
2025-04-07,-0.02,NVDA2517D150
2025-04-08,-0.03,NVDA2517D150
2025-04-09,-0.01,NVDA2517D150
2025-04-10,-0.03,NVDA2517D150
2025-04-11,-0.04,NVDA2517D150
2025-04-14,-0.03,NVDA2517D150
2025-04-15,-0.01,NVDA2517D150
2025-04-16,-0.01,NVDA2517D150
2025-04-17,-0.01,NVDA2517D150
2024-11-08,-0.91,NVDA2517D155
2024-11-11,-1.7,NVDA2517D155
2024-11-12,0.8,NVDA2517D155
2024-11-13,-1.5,NVDA2517D155
2024-11-14,-0.35,NVDA2517D155
2024-11-15,-0.85,NVDA2517D155
2024-11-18,-0.45,NVDA2517D155
2024-11-19,2.09,NVDA2517D155
2024-11-20,-0.86,NVDA2517D155
